CGPA,GPA,Attendance Percentage,Assignment Due Days,Project Due Days,Fees Due,Attendance Alert,GPA Alert,CGPA Alert,Assignment Alert,Project Alert,Fee Alert
8.7,7.66,66,1,11,0,1,0,0,1,0,0
6.45,6.84,75,7,18,1,0,0,0,0,0,1
7.22,5.64,92,5,2,0,0,1,0,0,1,0
6.56,7.5,61,6,17,0,1,0,0,0,0,0
8.57,6.46,59,10,1,0,1,0,0,0,1,0
6.33,7.24,89,5,2,1,0,0,0,0,1,1
8.06,7.22,83,2,6,0,0,0,0,0,1,0
7.07,8.61,96,4,18,0,0,0,0,0,0,0
6.22,9.47,81,2,7,0,0,0,0,0,0,0
9.22,8.34,83,7,11,1,0,0,0,0,0,1
8.06,6.95,99,5,13,1,0,0,0,0,0,1
5.18,6.42,79,4,11,1,0,0,1,0,0,1
5.1,9.15,91,5,2,1,0,0,1,0,1,1
6.76,7.08,88,10,7,1,0,0,0,0,0,1
7.44,8.86,81,9,3,1,0,0,0,0,1,1
8.69,6.88,98,6,14,1,0,0,0,0,0,1
6.03,7.14,50,2,10,0,1,0,0,0,0,0
8.98,7.56,63,7,0,1,1,0,0,0,1,1
8.49,8.87,98,6,6,1,0,0,0,0,1,1
8.83,9.72,77,1,18,0,0,0,0,1,0,0
5.91,9.07,76,1,1,0,0,0,1,1,1,0
8.29,8.95,57,10,14,1,1,0,0,0,0,1
8.87,9.45,61,0,13,0,1,0,0,1,0,0
7.14,8.17,50,7,20,0,1,0,0,0,0,0
7.34,8.36,83,2,15,1,0,0,0,0,0,1
7.66,8.35,70,6,10,1,0,0,0,0,0,1
6.49,6.96,88,1,4,0,0,0,0,1,1,0
8.57,7.19,53,10,10,1,1,0,0,0,0,1
7.53,8.33,87,10,2,0,0,0,0,0,1,0
9.19,5.65,86,6,14,1,0,1,0,0,0,1
8.18,5.18,82,6,10,1,0,1,0,0,0,1
6.8,7.34,72,7,18,0,0,0,0,0,0,0
7.17,8.21,69,6,1,0,1,0,0,0,1,0
5.51,5.05,79,5,16,1,0,1,1,0,0,1
8.66,5.86,86,10,13,1,0,1,0,0,0,1
9.18,5.09,95,5,12,1,0,1,0,0,0,1
5.41,8.06,50,9,18,1,1,0,1,0,0,1
7.57,6.36,61,0,6,1,1,0,0,1,1,1
7.78,8.83,91,4,16,1,0,0,0,0,0,1
9.37,5.36,92,6,19,0,0,1,0,0,0,0
6.54,6.07,89,6,14,0,0,0,0,0,0,0
6.47,8.38,66,1,15,1,1,0,0,1,0,1
5.33,7.95,74,0,3,1,0,0,1,1,1,1
5.3,7.12,57,3,17,1,1,0,1,0,0,1
5.45,9.61,64,1,0,1,1,0,1,1,1,1
5.97,5.34,77,7,10,0,0,1,1,0,0,0
5.38,6.43,63,1,20,1,1,0,1,1,0,1
9.25,8.0,67,5,2,0,1,0,0,0,1,0
7.75,9.12,56,8,4,1,1,0,0,0,1,1
8.59,7.04,61,4,5,0,1,0,0,0,1,0
6.1,8.73,95,5,18,1,0,0,0,0,0,1
5.35,9.49,81,1,3,1,0,0,1,1,1,1
6.39,7.73,87,4,4,1,0,0,0,0,1,1
5.03,9.62,87,8,11,0,0,0,1,0,0,0
5.14,9.77,64,3,3,1,1,0,1,0,1,1
7.39,8.43,95,9,10,0,0,0,0,0,0,0
6.33,8.79,76,3,19,0,0,0,0,0,0,0
5.64,7.25,97,5,6,0,0,0,1,0,1,0
7.31,7.14,58,5,2,0,1,0,0,0,1,0
6.12,5.32,79,8,14,0,0,1,0,0,0,0
6.22,5.68,55,2,2,1,1,1,0,0,1,1
5.56,6.29,71,1,20,0,0,0,1,1,0,0
5.34,7.66,79,7,7,0,0,0,1,0,0,0
9.15,7.75,65,2,16,1,1,0,0,0,0,1
7.19,7.54,87,9,8,0,0,0,0,0,0,0
5.62,5.55,79,8,19,0,0,1,1,0,0,0
8.51,8.22,61,5,12,0,1,0,0,0,0,0
8.71,6.16,64,7,18,0,1,0,0,0,0,0
6.26,7.76,65,10,16,0,1,0,0,0,0,0
5.95,7.57,88,4,3,0,0,0,1,0,1,0
7.89,7.12,92,7,10,1,0,0,0,0,0,1
6.01,7.82,61,3,9,1,1,0,0,0,0,1
9.31,6.72,50,1,14,0,1,0,0,1,0,0
6.39,5.34,72,2,18,0,0,1,0,0,0,0
6.13,7.13,73,3,19,1,0,0,0,0,0,1
6.18,7.66,78,10,14,1,0,0,0,0,0,1
6.08,8.64,55,6,5,0,1,0,0,0,1,0
5.97,6.22,89,4,3,1,0,0,1,0,1,1
7.55,9.63,65,7,13,1,1,0,0,0,0,1
7.41,7.94,51,10,3,1,1,0,0,0,1,1
8.25,9.39,87,9,4,0,0,0,0,0,1,0
6.18,6.85,91,7,1,1,0,0,0,0,1,1
7.23,5.04,68,2,2,0,1,1,0,0,1,0
7.49,6.08,70,10,10,0,0,0,0,0,0,0
8.78,6.33,51,4,2,1,1,0,0,0,1,1
6.16,7.12,67,1,11,0,1,0,0,1,0,0
5.26,7.82,85,8,19,1,0,0,1,0,0,1
9.09,5.26,98,4,5,0,0,1,0,0,1,0
6.02,7.92,52,1,0,0,1,0,0,1,1,0
6.36,9.32,52,4,6,0,1,0,0,0,1,0
9.49,5.21,51,8,0,0,1,1,0,0,1,0
5.61,7.52,51,9,0,1,1,0,1,0,1,1
5.39,7.41,84,5,11,1,0,0,1,0,0,1
7.3,5.09,70,5,5,1,0,1,0,0,1,1
5.17,5.16,85,4,13,0,0,1,1,0,0,0
6.96,8.83,56,3,0,1,1,0,0,0,1,1
5.03,6.55,83,6,5,1,0,0,1,0,1,1
9.27,7.86,54,10,9,1,1,0,0,0,0,1
5.16,5.09,50,2,10,0,1,1,1,0,0,0
7.17,8.04,98,5,13,1,0,0,0,0,0,1
7.89,6.3,70,2,5,1,0,0,0,0,1,1
6.2,7.66,88,6,6,1,0,0,0,0,1,1
8.92,7.21,99,4,14,0,0,0,0,0,0,0
5.71,5.87,56,10,6,1,1,1,1,0,1,1
7.16,8.1,67,6,19,0,1,0,0,0,0,0
6.8,5.3,88,5,18,0,0,1,0,0,0,0
6.75,5.64,77,9,6,0,0,1,0,0,1,0
6.1,7.58,81,7,11,0,0,0,0,0,0,0
9.29,7.95,55,7,3,0,1,0,0,0,1,0
8.59,8.67,95,7,1,1,0,0,0,0,1,1
7.37,7.21,72,2,14,1,0,0,0,0,0,1
5.85,7.26,77,8,5,0,0,0,1,0,1,0
8.56,7.01,69,9,16,0,1,0,0,0,0,0
7.06,5.26,64,4,20,0,1,1,0,0,0,0
8.62,9.12,65,2,6,1,1,0,0,0,1,1
7.81,8.81,63,6,13,1,1,0,0,0,0,1
7.44,5.55,57,6,13,0,1,1,0,0,0,0
8.19,9.01,60,8,16,0,1,0,0,0,0,0
5.22,5.43,92,9,12,0,0,1,1,0,0,0
6.38,9.74,51,3,9,0,1,0,0,0,0,0
6.37,9.5,87,0,20,1,0,0,0,1,0,1
7.84,9.03,86,4,4,0,0,0,0,0,1,0
6.66,9.38,56,4,14,0,1,0,0,0,0,0
6.21,8.34,58,4,10,0,1,0,0,0,0,0
6.99,6.04,77,9,11,1,0,0,0,0,0,1
6.27,8.22,63,1,16,0,1,0,0,1,0,0
8.79,8.04,95,7,1,1,0,0,0,0,1,1
9.15,7.89,97,9,4,1,0,0,0,0,1,1
6.1,5.88,75,5,5,0,0,1,0,0,1,0
5.48,7.22,83,3,16,0,0,0,1,0,0,0
6.12,5.81,64,4,6,0,1,1,0,0,1,0
7.66,5.55,58,6,15,1,1,1,0,0,0,1
7.27,8.28,90,3,1,1,0,0,0,0,1,1
5.63,5.02,69,7,20,0,1,1,1,0,0,0
9.25,9.57,99,1,16,0,0,0,0,1,0,0
7.91,8.29,70,9,17,0,0,0,0,0,0,0
5.94,5.74,92,7,4,0,0,1,1,0,1,0
6.33,7.13,83,7,5,0,0,0,0,0,1,0
9.18,6.5,98,2,14,1,0,0,0,0,0,1
5.51,6.34,80,7,19,0,0,0,1,0,0,0
5.6,5.58,56,3,19,1,1,1,1,0,0,1
6.69,6.41,81,3,18,0,0,0,0,0,0,0
6.75,9.09,97,6,2,0,0,0,0,0,1,0
5.18,6.91,56,8,16,0,1,0,1,0,0,0
7.12,5.76,80,4,9,1,0,1,0,0,0,1
6.7,9.05,93,7,15,0,0,0,0,0,0,0
7.76,8.58,54,8,1,1,1,0,0,0,1,1
5.2,8.67,71,5,12,1,0,0,1,0,0,1
6.24,8.83,53,10,7,0,1,0,0,0,0,0
8.59,7.56,81,2,12,0,0,0,0,0,0,0
8.39,7.99,59,7,19,0,1,0,0,0,0,0
8.17,8.04,98,9,13,1,0,0,0,0,0,1
9.21,5.05,53,0,12,1,1,1,0,1,0,1
8.09,6.83,67,6,20,1,1,0,0,0,0,1
7.15,7.0,65,4,4,1,1,0,0,0,1,1
6.56,9.34,52,4,16,1,1,0,0,0,0,1
9.26,9.28,84,8,5,1,0,0,0,0,1,1
8.88,6.95,100,2,13,0,0,0,0,0,0,0
7.64,7.49,82,10,16,1,0,0,0,0,0,1
7.82,6.02,52,3,14,1,1,0,0,0,0,1
7.2,6.78,82,5,8,1,0,0,0,0,0,1
5.0,6.03,89,8,3,0,0,0,1,0,1,0
8.88,7.67,76,7,8,1,0,0,0,0,0,1
9.16,5.98,92,3,16,1,0,1,0,0,0,1
5.27,5.17,77,7,15,1,0,1,1,0,0,1
7.74,8.34,65,10,9,0,1,0,0,0,0,0
6.05,7.8,52,9,15,0,1,0,0,0,0,0
9.04,5.81,71,0,15,1,0,1,0,1,0,1
8.38,9.03,94,2,8,1,0,0,0,0,0,1
8.06,7.88,53,0,4,0,1,0,0,1,1,0
6.43,8.68,89,0,4,0,0,0,0,1,1,0
7.68,9.69,78,4,18,0,0,0,0,0,0,0
5.32,8.27,50,8,18,0,1,0,1,0,0,0
6.97,9.38,63,1,4,0,1,0,0,1,1,0
6.08,9.12,79,8,16,0,0,0,0,0,0,0
8.17,9.18,99,7,1,0,0,0,0,0,1,0
5.63,7.82,97,9,2,0,0,0,1,0,1,0
7.91,9.47,51,4,0,0,1,0,0,0,1,0
9.17,5.36,70,6,2,0,0,1,0,0,1,0
5.07,5.11,57,4,18,0,1,1,1,0,0,0
7.43,8.94,97,0,20,0,0,0,0,1,0,0
6.41,6.96,91,1,13,1,0,0,0,1,0,1
7.49,9.65,96,10,3,0,0,0,0,0,1,0
8.46,5.03,72,2,11,0,0,1,0,0,0,0
5.19,7.68,54,5,19,0,1,0,1,0,0,0
9.07,7.54,59,5,19,1,1,0,0,0,0,1
9.07,9.16,83,8,15,1,0,0,0,0,0,1
6.29,7.89,57,8,1,0,1,0,0,0,1,0
8.4,7.98,52,2,20,0,1,0,0,0,0,0
6.24,6.43,62,10,13,0,1,0,0,0,0,0
7.26,5.87,78,6,0,1,0,1,0,0,1,1
7.7,6.25,92,10,11,1,0,0,0,0,0,1
8.68,7.69,50,8,12,0,1,0,0,0,0,0
6.63,9.79,61,6,9,0,1,0,0,0,0,0
6.92,5.81,91,9,0,1,0,1,0,0,1,1
8.73,6.37,94,6,18,1,0,0,0,0,0,1
8.19,6.94,62,10,14,1,1,0,0,0,0,1
8.98,5.71,59,4,18,1,1,1,0,0,0,1
8.09,8.65,61,6,8,1,1,0,0,0,0,1
7.37,6.91,53,0,6,1,1,0,0,1,1,1
5.1,6.79,92,0,13,1,0,0,1,1,0,1
8.35,9.78,86,10,11,0,0,0,0,0,0,0
6.9,7.23,80,5,17,0,0,0,0,0,0,0
6.17,9.3,80,0,13,0,0,0,0,1,0,0
7.29,7.14,95,2,14,0,0,0,0,0,0,0
5.05,7.04,53,8,17,0,1,0,1,0,0,0
6.66,7.34,63,9,14,0,1,0,0,0,0,0
6.22,6.74,56,6,4,1,1,0,0,0,1,1
5.5,6.08,58,1,0,1,1,0,1,1,1,1
8.47,6.72,80,3,9,0,0,0,0,0,0,0
6.14,6.59,60,8,10,0,1,0,0,0,0,0
7.87,7.76,90,6,15,0,0,0,0,0,0,0
5.2,9.27,85,1,18,1,0,0,1,1,0,1
9.37,9.05,92,7,13,0,0,0,0,0,0,0
8.65,5.62,92,7,16,1,0,1,0,0,0,1
6.68,8.26,72,8,9,1,0,0,0,0,0,1
8.09,5.85,64,3,17,1,1,1,0,0,0,1
7.3,8.05,94,3,17,0,0,0,0,0,0,0
7.87,5.19,91,2,16,0,0,1,0,0,0,0
6.92,8.93,99,10,7,0,0,0,0,0,0,0
5.4,9.6,72,3,14,1,0,0,1,0,0,1
5.57,8.37,71,5,5,1,0,0,1,0,1,1
5.16,5.43,100,5,6,1,0,1,1,0,1,1
8.95,8.16,60,6,16,0,1,0,0,0,0,0
8.73,5.92,56,4,17,0,1,1,0,0,0,0
5.13,6.67,51,1,9,1,1,0,1,1,0,1
7.25,5.23,96,8,17,1,0,1,0,0,0,1
8.58,6.8,79,3,9,0,0,0,0,0,0,0
7.77,6.16,81,3,18,1,0,0,0,0,0,1
7.4,7.28,54,1,16,1,1,0,0,1,0,1
7.68,8.96,50,2,9,0,1,0,0,0,0,0
6.39,7.71,90,5,15,0,0,0,0,0,0,0
7.79,9.47,65,5,16,1,1,0,0,0,0,1
6.5,8.37,90,10,7,1,0,0,0,0,0,1
5.19,7.01,81,0,20,0,0,0,1,1,0,0
7.64,7.88,79,2,18,1,0,0,0,0,0,1
7.91,6.74,65,4,0,0,1,0,0,0,1,0
6.29,5.21,68,5,4,0,1,1,0,0,1,0
5.3,7.6,61,3,5,1,1,0,1,0,1,1
8.7,5.5,53,8,5,1,1,1,0,0,1,1
6.87,9.08,57,1,2,1,1,0,0,1,1,1
9.11,5.77,75,8,6,0,0,1,0,0,1,0
5.93,5.26,96,4,14,1,0,1,1,0,0,1
5.6,6.91,59,4,4,0,1,0,1,0,1,0
6.9,8.39,68,4,7,0,1,0,0,0,0,0
5.38,5.67,61,2,16,1,1,1,1,0,0,1
8.42,5.53,87,7,15,1,0,1,0,0,0,1
7.17,6.14,61,6,18,1,1,0,0,0,0,1
6.24,6.04,100,0,6,1,0,0,0,1,1,1
8.78,8.15,84,5,11,0,0,0,0,0,0,0
8.84,9.76,96,7,4,1,0,0,0,0,1,1
8.9,6.9,68,10,9,1,1,0,0,0,0,1
5.67,9.55,60,5,18,0,1,0,1,0,0,0
9.25,5.63,52,0,4,1,1,1,0,1,1,1
7.09,8.1,72,0,6,1,0,0,0,1,1,1
7.9,8.5,62,1,1,0,1,0,0,1,1,0
9.41,6.49,64,1,5,1,1,0,0,1,1,1
8.66,6.93,54,4,16,1,1,0,0,0,0,1
6.24,8.88,67,7,14,0,1,0,0,0,0,0
9.41,6.56,89,4,7,1,0,0,0,0,0,1
6.96,9.57,91,1,7,0,0,0,0,1,0,0
7.91,6.15,77,6,11,1,0,0,0,0,0,1
5.08,6.13,96,3,10,0,0,0,1,0,0,0
8.05,6.85,82,0,3,1,0,0,0,1,1,1
7.38,7.95,62,10,15,1,1,0,0,0,0,1
6.6,9.78,69,9,12,1,1,0,0,0,0,1
8.38,6.0,56,6,1,1,1,0,0,0,1,1
5.34,8.93,63,2,9,0,1,0,1,0,0,0
9.44,6.38,60,6,0,1,1,0,0,0,1,1
8.11,8.1,86,2,9,0,0,0,0,0,0,0
9.14,8.4,87,10,2,1,0,0,0,0,1,1
7.86,7.9,95,10,2,1,0,0,0,0,1,1
8.47,9.4,81,10,18,1,0,0,0,0,0,1
5.12,7.87,57,6,20,0,1,0,1,0,0,0
6.5,7.0,55,3,9,0,1,0,0,0,0,0
5.18,6.25,100,4,14,1,0,0,1,0,0,1
6.32,7.86,62,9,20,0,1,0,0,0,0,0
8.63,7.57,51,5,9,0,1,0,0,0,0,0
8.78,5.81,54,4,17,0,1,1,0,0,0,0
9.06,8.94,93,0,1,1,0,0,0,1,1,1
8.43,8.81,51,3,16,0,1,0,0,0,0,0
9.25,7.46,95,8,10,1,0,0,0,0,0,1
9.29,9.4,55,1,0,0,1,0,0,1,1,0
7.22,5.54,92,2,2,0,0,1,0,0,1,0
7.2,8.96,54,5,17,1,1,0,0,0,0,1
7.2,7.89,64,1,16,0,1,0,0,1,0,0
8.43,9.13,71,2,17,0,0,0,0,0,0,0
7.68,7.94,53,0,13,0,1,0,0,1,0,0
5.08,7.49,56,6,16,1,1,0,1,0,0,1
7.96,6.99,98,9,14,1,0,0,0,0,0,1
7.57,6.61,53,4,11,1,1,0,0,0,0,1
7.05,9.21,53,3,2,1,1,0,0,0,1,1
6.02,5.2,88,1,12,1,0,1,0,1,0,1
9.43,7.03,85,8,1,1,0,0,0,0,1,1
7.09,5.19,68,3,16,0,1,1,0,0,0,0
8.92,9.36,54,5,20,0,1,0,0,0,0,0
5.73,7.55,91,2,6,1,0,0,1,0,1,1
7.3,9.67,55,7,17,0,1,0,0,0,0,0
6.38,8.52,59,9,16,0,1,0,0,0,0,0
8.72,7.55,65,1,12,0,1,0,0,1,0,0
7.48,5.56,79,5,4,0,0,1,0,0,1,0
9.23,9.3,62,8,10,0,1,0,0,0,0,0
5.65,6.96,65,10,1,0,1,0,1,0,1,0
9.25,8.7,52,1,9,0,1,0,0,1,0,0
5.48,9.12,87,0,18,1,0,0,1,1,0,1
6.03,9.76,92,0,8,0,0,0,0,1,0,0
5.1,8.09,98,3,3,1,0,0,1,0,1,1
6.08,9.35,87,5,0,0,0,0,0,0,1,0
6.33,7.18,75,8,11,1,0,0,0,0,0,1
8.63,8.65,71,2,18,1,0,0,0,0,0,1
9.14,6.25,60,0,16,1,1,0,0,1,0,1
5.94,5.72,77,5,7,1,0,1,1,0,0,1
6.96,7.92,59,2,18,1,1,0,0,0,0,1
6.43,6.37,96,2,6,0,0,0,0,0,1,0
7.93,9.64,77,2,19,1,0,0,0,0,0,1
7.78,7.97,69,7,14,0,1,0,0,0,0,0
6.04,9.0,90,5,13,1,0,0,0,0,0,1
8.48,8.71,78,5,20,1,0,0,0,0,0,1
6.17,5.79,53,6,4,0,1,1,0,0,1,0
5.07,7.84,88,4,6,0,0,0,1,0,1,0
5.45,9.38,72,4,0,0,0,0,1,0,1,0
5.29,8.24,91,0,16,1,0,0,1,1,0,1
9.42,6.41,85,7,16,0,0,0,0,0,0,0
6.29,8.75,76,2,0,0,0,0,0,0,1,0
6.56,6.8,72,5,14,1,0,0,0,0,0,1
5.83,6.81,99,0,10,1,0,0,1,1,0,1
6.75,6.73,83,9,7,0,0,0,0,0,0,0
9.48,7.61,60,10,3,0,1,0,0,0,1,0
7.89,8.18,64,7,14,1,1,0,0,0,0,1
5.54,6.2,53,4,0,1,1,0,1,0,1,1
8.71,8.21,50,3,19,0,1,0,0,0,0,0
6.22,7.01,65,9,16,0,1,0,0,0,0,0
8.25,5.86,60,7,14,0,1,1,0,0,0,0
5.03,9.74,60,7,9,1,1,0,1,0,0,1
5.73,9.66,80,7,14,0,0,0,1,0,0,0
7.67,8.43,100,6,20,1,0,0,0,0,0,1
9.31,9.23,60,5,17,0,1,0,0,0,0,0
7.96,8.77,86,3,11,0,0,0,0,0,0,0
7.56,6.4,92,0,9,0,0,0,0,1,0,0
5.62,5.3,58,3,10,0,1,1,1,0,0,0
8.43,6.03,50,8,5,1,1,0,0,0,1,1
8.37,6.13,76,8,13,1,0,0,0,0,0,1
9.11,6.69,56,3,19,0,1,0,0,0,0,0
7.93,6.21,71,6,5,1,0,0,0,0,1,1
5.38,9.8,92,6,16,1,0,0,1,0,0,1
7.25,6.2,56,0,13,0,1,0,0,1,0,0
7.69,8.5,61,6,16,0,1,0,0,0,0,0
9.17,5.01,76,1,7,1,0,1,0,1,0,1
8.1,8.24,93,10,8,0,0,0,0,0,0,0
8.85,5.8,72,4,0,1,0,1,0,0,1,1
8.06,8.72,84,3,17,0,0,0,0,0,0,0
8.23,8.08,84,6,7,1,0,0,0,0,0,1
6.06,9.22,99,0,1,0,0,0,0,1,1,0
5.7,8.61,90,3,18,0,0,0,1,0,0,0
8.19,6.31,55,0,18,0,1,0,0,1,0,0
8.68,8.74,100,3,4,0,0,0,0,0,1,0
5.46,7.06,84,0,12,0,0,0,1,1,0,0
5.97,5.76,71,3,20,1,0,1,1,0,0,1
5.54,5.77,53,10,0,0,1,1,1,0,1,0
9.01,5.12,54,10,2,1,1,1,0,0,1,1
9.21,7.67,50,7,2,0,1,0,0,0,1,0
6.33,6.27,69,2,14,1,1,0,0,0,0,1
5.91,6.87,98,1,1,0,0,0,1,1,1,0
6.98,9.12,56,4,11,0,1,0,0,0,0,0
9.11,9.02,74,9,12,1,0,0,0,0,0,1
6.06,6.57,87,8,8,0,0,0,0,0,0,0
9.18,9.03,56,9,0,0,1,0,0,0,1,0
9.38,8.15,80,4,18,1,0,0,0,0,0,1
5.68,9.57,60,0,17,0,1,0,1,1,0,0
5.2,5.54,55,6,5,1,1,1,1,0,1,1
7.94,9.06,99,9,2,1,0,0,0,0,1,1
6.66,7.26,94,0,1,1,0,0,0,1,1,1
7.78,5.74,80,3,2,0,0,1,0,0,1,0
8.02,6.86,60,6,18,1,1,0,0,0,0,1
8.21,8.02,54,8,7,0,1,0,0,0,0,0
9.48,6.85,100,5,11,0,0,0,0,0,0,0
9.32,9.16,85,7,14,0,0,0,0,0,0,0
7.49,6.3,92,10,14,1,0,0,0,0,0,1
5.73,9.44,63,8,9,0,1,0,1,0,0,0
6.93,7.97,93,7,10,1,0,0,0,0,0,1
7.56,7.03,98,6,0,0,0,0,0,0,1,0
7.08,7.76,96,10,4,0,0,0,0,0,1,0
6.76,6.9,52,7,2,1,1,0,0,0,1,1
9.33,8.29,51,3,1,0,1,0,0,0,1,0
6.74,5.52,51,6,11,1,1,1,0,0,0,1
5.03,5.7,75,1,1,1,0,1,1,1,1,1
5.4,6.3,83,9,15,0,0,0,1,0,0,0
5.4,6.97,92,8,3,0,0,0,1,0,1,0
5.13,9.02,80,0,19,0,0,0,1,1,0,0
9.49,5.43,74,4,18,1,0,1,0,0,0,1
9.34,5.51,52,8,11,1,1,1,0,0,0,1
6.36,5.45,52,9,13,1,1,1,0,0,0,1
7.9,8.5,58,6,14,0,1,0,0,0,0,0
8.94,9.03,73,10,1,0,0,0,0,0,1,0
6.58,9.29,87,8,15,0,0,0,0,0,0,0
9.4,7.08,89,2,1,0,0,0,0,0,1,0
8.53,5.06,83,6,11,1,0,1,0,0,0,1
6.34,5.39,72,9,6,0,0,1,0,0,1,0
9.02,5.96,69,1,2,0,1,1,0,1,1,0
8.43,5.18,63,5,10,1,1,1,0,0,0,1
6.55,7.62,93,6,7,1,0,0,0,0,0,1
5.63,7.24,62,0,7,0,1,0,1,1,0,0
7.92,5.55,50,7,3,1,1,1,0,0,1,1
9.02,6.35,71,8,12,0,0,0,0,0,0,0
6.06,5.42,67,9,11,1,1,1,0,0,0,1
5.41,8.51,73,6,5,1,0,0,1,0,1,1
5.1,8.82,95,4,16,0,0,0,1,0,0,0
6.51,7.39,96,3,2,0,0,0,0,0,1,0
7.69,5.38,69,5,2,1,1,1,0,0,1,1
7.92,5.46,95,4,20,1,0,1,0,0,0,1
6.74,5.66,93,6,9,1,0,1,0,0,0,1
5.95,8.41,64,8,6,1,1,0,1,0,1,1
6.65,8.85,89,2,13,0,0,0,0,0,0,0
5.28,7.26,87,6,17,0,0,0,1,0,0,0
8.34,9.36,77,2,19,0,0,0,0,0,0,0
8.42,7.83,86,1,15,0,0,0,0,1,0,0
9.0,8.29,66,3,18,1,1,0,0,0,0,1
5.13,9.79,75,8,13,1,0,0,1,0,0,1
7.42,8.61,88,8,20,1,0,0,0,0,0,1
9.44,5.37,58,9,1,1,1,1,0,0,1,1
6.18,8.92,66,7,10,0,1,0,0,0,0,0
8.87,8.98,78,2,8,0,0,0,0,0,0,0
9.07,7.6,86,3,6,0,0,0,0,0,1,0
7.41,6.67,82,10,20,0,0,0,0,0,0,0
6.76,9.67,91,8,1,1,0,0,0,0,1,1
8.37,7.0,93,7,6,1,0,0,0,0,1,1
6.78,6.82,67,2,20,0,1,0,0,0,0,0
5.7,9.05,94,6,6,1,0,0,1,0,1,1
8.88,6.49,73,5,2,0,0,0,0,0,1,0
5.5,8.23,56,3,14,0,1,0,1,0,0,0
7.87,8.47,54,4,17,1,1,0,0,0,0,1
5.67,8.17,74,3,16,0,0,0,1,0,0,0
7.76,8.84,80,3,15,0,0,0,0,0,0,0
7.76,8.92,89,2,6,1,0,0,0,0,1,1
5.54,7.1,93,7,12,0,0,0,1,0,0,0
6.22,6.28,64,5,10,1,1,0,0,0,0,1
6.91,6.2,82,0,18,0,0,0,0,1,0,0
5.98,7.8,67,0,12,1,1,0,1,1,0,1
6.23,7.27,98,4,9,0,0,0,0,0,0,0
6.25,5.33,56,4,3,0,1,1,0,0,1,0
6.94,5.25,86,4,0,0,0,1,0,0,1,0
5.89,5.65,67,0,4,1,1,1,1,1,1,1
8.42,7.17,73,1,11,0,0,0,0,1,0,0
9.28,8.24,64,8,14,0,1,0,0,0,0,0
7.55,7.83,62,2,8,0,1,0,0,0,0,0
6.27,6.78,85,3,9,0,0,0,0,0,0,0
8.7,5.69,50,10,14,0,1,1,0,0,0,0
6.97,5.43,75,9,8,1,0,1,0,0,0,1
8.66,5.16,86,3,4,0,0,1,0,0,1,0
6.93,7.81,68,5,3,0,1,0,0,0,1,0
8.3,9.61,94,2,15,0,0,0,0,0,0,0
9.02,9.4,79,2,17,1,0,0,0,0,0,1
7.43,7.1,66,4,20,1,1,0,0,0,0,1
7.86,6.03,54,2,6,1,1,0,0,0,1,1
7.25,9.47,74,6,1,0,0,0,0,0,1,0
6.35,9.43,70,9,0,0,0,0,0,0,1,0
8.59,6.42,75,7,2,0,0,0,0,0,1,0
9.44,9.04,74,10,11,1,0,0,0,0,0,1
5.19,9.22,51,0,19,0,1,0,1,1,0,0
6.94,6.78,97,7,7,1,0,0,0,0,0,1
7.01,7.52,80,6,20,0,0,0,0,0,0,0
9.13,9.03,56,1,8,1,1,0,0,1,0,1
8.35,5.39,76,8,11,0,0,1,0,0,0,0
8.27,6.54,71,7,13,0,0,0,0,0,0,0
7.88,7.8,93,1,11,0,0,0,0,1,0,0
9.26,7.36,56,10,8,1,1,0,0,0,0,1
7.2,6.45,59,3,0,0,1,0,0,0,1,0
6.12,9.68,85,7,13,1,0,0,0,0,0,1
8.29,7.23,76,7,9,1,0,0,0,0,0,1
5.22,9.14,80,3,15,1,0,0,1,0,0,1
9.18,8.28,69,5,8,0,1,0,0,0,0,0
5.85,9.66,76,0,19,1,0,0,1,1,0,1
6.7,7.49,80,2,6,0,0,0,0,0,1,0
8.57,6.49,64,5,16,0,1,0,0,0,0,0
6.55,5.74,74,1,7,0,0,1,0,1,0,0
5.73,5.09,100,8,10,1,0,1,1,0,0,1
8.75,8.42,56,2,7,1,1,0,0,0,0,1
6.93,7.33,66,10,0,1,1,0,0,0,1,1
7.93,7.29,95,3,19,1,0,0,0,0,0,1
7.03,7.96,83,4,10,1,0,0,0,0,0,1
5.8,5.02,50,6,11,1,1,1,1,0,0,1
6.51,5.17,80,9,17,1,0,1,0,0,0,1
7.14,9.14,73,1,4,1,0,0,0,1,1,1
9.4,5.04,63,0,0,1,1,1,0,1,1,1
6.02,8.91,50,3,15,1,1,0,0,0,0,1
5.73,6.37,84,1,6,0,0,0,1,1,1,0
8.74,5.85,88,6,11,1,0,1,0,0,0,1
7.84,8.63,76,0,0,0,0,0,0,1,1,0
7.39,8.21,65,2,4,0,1,0,0,0,1,0
5.65,8.11,66,3,9,0,1,0,1,0,0,0
7.79,8.26,86,5,8,0,0,0,0,0,0,0
5.55,7.38,68,7,16,0,1,0,1,0,0,0
5.82,9.0,66,3,18,1,1,0,1,0,0,1
8.32,7.96,64,8,1,1,1,0,0,0,1,1
8.97,5.05,90,7,9,0,0,1,0,0,0,0
9.16,7.78,55,0,8,0,1,0,0,1,0,0
6.64,8.6,54,10,4,0,1,0,0,0,1,0
