CGPA,GPA,Average Assignment Marks,Average Project Marks,Attendance Percentage,Class Participation Credits,Extracurricular Activities,Achievements Credits,No. of Students in Class,Rank in Class,Certifications Count,Performance
8.78,7.03,64,54,72,95,0,12,47,45,2,64.21
7.31,8.64,68,75,61,21,0,62,90,10,9,70.03
7.22,8.85,86,78,95,25,0,69,56,4,18,79.89
9.35,6.64,64,30,96,52,1,83,30,11,0,77.72
5.04,7.12,20,48,88,92,0,45,81,22,5,66.69
7.83,6.51,23,42,78,13,0,10,91,38,11,46.28
6.61,7.19,25,21,92,26,1,1,99,52,5,41.61
7.87,5.56,98,93,75,70,1,70,82,70,19,85.31
8.5,8.25,15,15,95,7,1,76,58,35,16,70.5
8.76,6.72,54,59,87,5,0,27,97,59,0,49.44
9.27,8.77,98,70,64,89,0,33,48,12,20,86.2
6.58,6.59,32,75,88,33,1,17,31,14,19,57.06
9.2,6.36,50,58,76,46,1,91,42,27,1,78.06
5.09,8.17,38,80,91,53,1,47,54,37,14,67.77
7.61,8.15,29,57,75,44,0,55,99,7,10,70.29
6.55,8.17,19,30,99,8,1,81,52,48,0,60.85
8.53,6.87,56,23,91,91,1,18,80,4,0,64.49
6.83,9.01,33,60,83,79,1,70,60,46,4,78.66
7.32,9.21,84,44,93,9,1,46,98,76,1,58.93
8.17,6.31,17,53,88,42,1,0,73,31,1,45.99
6.49,6.87,12,44,81,17,0,70,69,9,9,62.53
5.98,8.01,73,12,90,42,0,45,40,19,12,63.6
7.4,5.44,44,60,54,9,1,55,57,1,10,58.8
5.96,7.37,90,86,85,93,0,50,66,18,8,78.28
6.26,7.17,100,22,100,57,1,64,70,31,7,72.3
7.62,9.29,93,56,91,68,1,71,68,27,7,84.57
7.89,9.27,97,76,55,0,0,76,52,7,18,77.94
7.4,7.07,15,89,54,29,1,86,53,31,19,78.17
8.5,8.39,56,17,100,24,1,14,69,39,12,56.22
6.83,6.61,54,89,60,23,0,1,48,28,6,44.79
6.61,9.53,60,18,94,14,1,73,32,1,19,74.79
7.91,5.0,90,59,63,76,0,19,42,32,17,66.14
6.0,5.83,93,54,65,71,0,8,65,17,4,54.11
5.08,6.85,14,99,51,60,0,10,98,62,10,51.8
9.45,7.38,71,71,70,3,1,57,39,18,14,69.32
7.14,6.84,17,31,100,55,0,52,74,47,10,65.76
7.46,8.78,80,97,59,69,0,49,48,30,6,75.9
6.98,5.7,80,14,86,24,0,50,94,46,17,62.21
5.18,7.53,47,22,96,70,0,71,59,53,8,71.26
8.19,7.74,57,53,94,80,0,82,95,26,17,91.42
5.45,6.42,86,89,83,85,0,83,75,34,2,80.55
8.72,9.08,47,89,94,36,1,52,55,14,13,76.57
8.67,8.44,63,100,81,97,0,10,65,41,13,75.09
7.06,5.83,44,18,56,41,1,68,41,36,15,67.42
7.91,5.45,47,66,55,81,1,39,33,4,2,66.58
5.56,5.36,98,58,84,33,1,92,43,19,19,78.36
8.11,8.9,97,65,69,46,0,57,86,84,13,77.06
6.19,9.11,42,80,53,47,0,27,70,29,17,64.89
5.97,9.61,47,70,69,57,0,43,41,34,0,63.42
6.01,8.14,57,85,84,59,0,91,57,48,1,78.41
8.86,5.56,53,69,90,9,0,40,35,18,7,56.63
8.62,9.2,59,28,50,46,0,95,63,46,0,79.7
6.81,6.29,20,30,54,32,0,46,42,42,1,50.91
8.2,9.4,98,96,88,53,0,35,60,6,11,76.47
8.89,7.88,50,23,75,86,1,1,71,19,5,61.73
9.09,5.82,12,33,60,77,0,78,47,38,4,75.86
9.08,6.66,36,16,58,66,0,92,78,6,17,87.51
7.65,9.44,12,68,52,96,0,48,32,17,9,78.66
8.49,5.73,100,55,51,58,1,18,52,5,20,67.96
8.31,7.27,33,46,78,65,0,19,97,11,4,60.41
7.68,8.01,96,61,90,94,0,3,63,4,19,73.68
6.25,7.79,23,75,78,64,0,29,30,26,9,61.5
9.11,8.78,58,74,53,88,1,6,43,23,17,73.39
6.24,6.92,27,39,66,38,0,12,43,24,16,51.2
8.29,6.64,23,56,61,93,1,100,66,24,0,87.25
7.85,8.69,98,97,88,36,1,45,94,33,12,74.41
7.98,8.69,84,36,74,4,0,74,44,14,12,71.67
7.12,7.26,70,76,91,19,0,91,40,3,13,78.85
7.21,7.15,87,36,70,22,1,5,83,59,4,45.93
5.09,8.11,22,54,71,33,1,43,89,13,8,57.62
6.39,6.75,65,43,60,40,0,86,92,4,11,75.24
8.57,8.34,65,74,92,2,1,83,77,38,9,74.94
5.79,8.45,57,10,69,8,1,90,80,56,15,70.18
8.06,7.01,44,15,97,12,0,39,87,81,9,54.36
7.14,5.45,57,89,61,89,0,30,41,32,7,66.33
9.07,8.74,70,26,71,5,0,18,42,7,12,56.07
7.22,8.55,59,26,69,83,0,55,43,42,16,78.77
7.47,8.59,20,57,76,36,0,14,59,56,8,53.05
6.38,6.21,67,99,64,14,0,96,83,41,3,70.46
7.56,9.32,35,66,81,24,1,85,41,31,3,73.71
7.53,9.66,69,89,61,8,1,20,100,72,3,53.74
6.43,8.48,15,19,83,82,0,17,81,21,10,61.61
7.14,8.83,14,93,55,91,0,41,89,85,9,74.0
8.29,8.09,64,94,86,16,1,64,31,9,14,74.82
8.59,6.09,22,53,62,23,0,79,36,29,16,71.77
5.19,8.62,11,20,59,63,1,3,64,47,20,54.14
8.78,9.1,31,20,98,91,0,39,80,37,2,73.36
9.3,8.06,98,44,75,34,0,77,98,95,18,83.15
8.82,8.93,66,62,64,75,0,15,71,13,1,65.94
8.53,6.17,44,32,77,29,0,28,84,53,9,55.13
8.65,6.35,79,12,51,82,1,41,31,9,17,75.85
6.84,5.04,40,94,93,37,0,0,88,67,0,42.05
8.49,6.26,73,51,83,62,1,51,96,10,18,78.09
7.86,9.4,45,69,78,19,1,79,93,66,13,77.11
8.41,9.75,83,59,56,62,0,53,43,30,20,83.7
5.48,8.95,61,28,62,82,1,66,71,4,16,81.61
8.55,6.35,38,61,60,8,1,46,98,51,18,62.34
5.33,5.28,64,32,68,71,1,65,64,13,0,65.03
6.22,9.52,25,40,53,41,0,24,90,66,19,60.42
8.75,6.42,98,66,99,75,0,82,98,51,12,89.57
7.07,6.93,44,44,100,49,0,63,60,38,1,65.87
8.27,9.48,54,55,53,33,1,94,77,11,7,82.99
7.39,5.99,62,34,56,33,0,26,41,5,14,56.7
8.67,9.42,99,84,94,16,1,22,52,43,19,67.9
7.84,5.63,49,47,87,29,0,74,33,6,4,66.95
8.64,6.38,40,78,80,50,1,100,66,64,0,79.95
8.45,6.67,32,46,88,94,1,89,32,15,14,91.76
9.0,6.33,22,22,75,16,1,72,51,19,0,61.99
7.5,8.22,14,11,53,28,1,44,43,10,20,64.1
8.1,6.94,76,65,75,26,1,19,94,39,10,57.3
6.76,6.58,37,47,83,90,0,83,38,1,9,83.77
5.67,8.42,96,100,72,36,1,12,58,43,17,60.3
8.79,6.59,35,60,87,91,1,40,58,55,10,74.66
6.27,7.35,20,40,70,76,1,29,50,45,0,56.98
7.68,5.52,72,23,88,15,0,59,69,43,4,57.84
6.13,7.35,80,24,60,90,0,50,64,22,20,78.57
5.97,8.97,43,63,85,57,1,74,51,50,6,74.65
6.71,9.01,37,53,85,43,1,28,46,25,12,62.3
7.48,6.23,26,16,69,66,0,81,58,43,12,75.9
5.8,5.59,81,89,68,32,0,61,76,17,2,61.81
8.1,9.72,84,98,82,4,1,94,38,10,15,85.63
6.76,7.69,42,99,99,9,0,51,96,2,0,58.46
5.94,6.61,58,47,58,20,1,36,76,17,5,51.58
7.67,5.16,10,58,54,39,0,12,97,9,9,48.88
8.05,8.01,19,84,54,50,0,2,98,91,6,52.4
6.04,5.86,10,94,72,21,1,39,99,24,17,57.7
6.0,8.35,21,84,72,35,1,21,42,4,1,52.13
5.17,5.65,67,98,97,8,1,30,93,85,16,52.3
6.5,5.22,63,54,80,73,0,5,43,39,20,58.48
5.79,6.24,21,80,93,19,1,11,60,45,13,46.3
9.12,9.35,17,91,73,70,0,51,66,18,19,84.73
5.58,6.16,63,41,63,93,0,67,93,36,11,76.9
6.51,8.99,61,54,77,67,1,27,38,37,7,64.33
8.98,6.22,36,17,87,68,1,11,68,31,0,54.78
8.03,9.29,51,70,92,27,1,88,44,43,0,75.74
8.43,7.22,92,93,88,68,0,30,88,72,5,69.75
5.09,7.19,49,55,51,23,1,59,88,44,7,58.43
6.57,9.61,54,11,87,5,1,92,83,36,14,74.43
7.84,5.89,64,44,96,71,0,47,93,74,20,75.11
8.0,9.47,20,63,86,47,0,21,36,18,18,66.62
8.09,7.21,92,34,92,95,1,25,96,52,14,75.34
6.86,5.12,60,33,76,66,1,21,90,76,5,54.45
6.43,5.99,35,33,97,64,0,96,48,3,10,80.52
6.33,8.72,71,13,63,80,1,62,41,21,6,75.26
7.49,8.89,46,53,60,14,1,81,32,1,9,73.28
9.34,5.13,86,80,55,18,1,74,36,18,7,71.01
9.05,5.33,32,45,55,11,0,94,86,86,2,66.24
8.65,7.43,74,23,87,44,0,51,85,8,2,67.17
8.03,9.02,11,65,91,96,0,30,70,38,10,74.77
6.09,8.36,89,69,78,27,0,0,89,8,13,52.73
5.43,8.73,96,98,97,13,0,51,70,43,20,69.37
5.19,6.85,40,19,60,6,1,7,76,75,20,41.41
8.34,5.63,51,79,51,36,0,63,61,57,9,67.44
5.02,9.15,76,72,61,39,0,69,59,34,8,70.71
7.08,6.7,75,58,53,33,1,40,87,86,14,61.96
6.16,7.09,81,84,81,95,1,41,84,7,8,76.06
7.67,8.69,72,100,69,2,0,52,73,7,8,65.33
5.29,7.67,72,99,61,1,0,16,36,28,16,49.27
9.32,8.16,29,62,74,63,1,84,64,26,20,91.4
6.79,6.53,26,55,84,92,0,31,58,6,2,64.66
5.53,8.7,46,19,99,14,1,93,47,41,10,70.33
5.43,8.79,38,32,79,49,1,45,53,31,12,64.24
5.18,8.85,44,72,75,44,1,53,63,15,4,64.72
8.91,5.04,24,24,87,99,1,6,55,31,15,64.18
7.15,7.65,70,98,89,77,1,3,73,33,11,64.73
9.14,8.83,77,31,82,73,0,20,40,23,4,67.5
5.6,5.06,85,42,94,51,1,12,50,21,4,48.9
5.6,9.47,62,97,100,11,0,12,50,7,17,56.49
8.82,8.31,87,87,75,65,1,74,95,54,11,88.08
5.5,9.24,24,14,67,4,0,3,80,50,6,37.27
6.64,6.21,95,61,100,18,1,65,70,39,10,66.68
8.56,6.38,67,84,99,18,1,8,58,56,12,53.28
7.48,9.47,21,58,50,7,1,61,63,15,15,67.58
6.75,7.5,52,27,86,76,1,2,58,9,18,61.97
6.58,8.94,57,45,76,12,0,21,68,24,18,56.5
6.47,6.17,34,62,80,82,0,90,35,13,1,78.87
7.3,6.61,62,58,80,72,1,59,77,45,2,71.64
9.23,8.82,26,91,96,51,0,13,79,75,13,65.3
6.58,7.38,48,72,70,35,0,15,78,72,5,50.1
8.73,9.64,80,29,51,44,0,74,94,31,6,78.97
5.09,5.95,76,97,58,26,1,99,70,18,3,71.98
8.84,8.03,60,37,97,35,1,100,55,21,6,83.68
6.89,7.05,51,37,86,4,1,50,100,100,3,52.4
9.08,6.66,54,35,98,62,0,18,34,2,16,67.13
5.88,8.27,83,42,76,26,1,67,43,28,5,65.73
6.95,6.32,100,62,65,2,1,18,50,26,11,49.58
8.29,6.64,36,72,72,67,1,67,69,37,1,73.84
7.66,5.63,34,45,92,42,1,89,71,47,20,80.01
7.85,6.89,93,36,53,32,1,14,32,19,18,58.38
8.38,7.86,53,61,73,49,0,27,49,8,8,64.28
7.28,5.82,98,73,85,13,0,33,38,9,20,61.96
9.38,7.38,34,92,58,14,1,38,62,50,15,64.03
7.85,5.09,32,86,94,40,1,83,39,34,16,77.13
6.8,5.04,64,47,67,85,0,53,91,8,19,76.64
8.3,8.96,70,86,57,50,0,57,47,21,11,77.97
7.3,9.31,49,20,51,13,0,60,61,29,0,59.16
8.94,9.4,46,28,89,7,1,25,32,11,15,60.31
8.28,6.06,42,42,63,28,1,80,92,48,19,75.55
5.25,7.35,12,43,99,59,1,62,41,12,12,69.17
8.82,6.28,75,91,76,55,1,78,88,74,9,81.7
6.81,5.89,29,85,65,73,1,65,66,63,14,75.4
8.91,9.72,59,51,68,24,1,33,76,76,3,60.87
9.06,5.03,18,98,66,42,0,27,36,25,5,56.57
7.22,5.5,64,15,70,4,0,22,92,57,12,45.57
8.57,8.72,49,75,96,56,0,72,44,6,16,86.54
8.18,8.64,61,33,62,13,1,36,52,46,2,54.79
5.05,6.5,53,19,85,68,0,97,43,21,13,79.89
8.01,5.76,12,50,59,77,0,40,100,77,9,65.32
8.81,9.72,82,78,90,28,0,49,63,56,13,74.52
6.59,7.98,67,21,62,54,1,29,49,21,12,62.29
8.18,5.74,97,75,72,97,0,82,33,30,11,89.98
8.24,9.27,97,83,95,84,1,6,49,15,5,70.55
6.6,5.42,23,60,89,71,1,50,92,76,6,64.69
6.74,7.47,66,43,100,25,0,75,36,24,17,73.47
6.39,6.61,60,32,90,47,1,93,37,32,13,78.16
8.65,8.16,99,73,82,67,0,45,65,57,3,74.15
8.51,7.73,60,73,58,19,1,48,62,54,7,63.34
5.11,8.68,64,96,65,35,0,51,92,66,7,63.78
7.63,9.6,100,80,57,27,1,27,48,40,19,68.44
6.56,6.93,33,99,97,60,0,42,85,84,7,65.13
8.79,7.3,42,12,91,0,1,63,65,1,2,60.02
7.67,5.83,44,50,75,35,0,55,93,55,20,68.53
8.33,9.71,96,81,64,7,1,70,79,39,9,75.11
7.67,7.66,70,45,54,79,0,73,46,22,9,81.9
9.22,9.59,60,72,51,97,0,44,40,36,18,87.54
6.04,6.99,89,90,50,81,0,76,68,44,13,83.7
8.77,9.74,28,31,99,7,1,23,88,54,9,55.9
8.05,8.05,64,15,96,26,0,99,35,10,9,79.99
6.27,7.27,17,81,66,6,1,91,32,28,1,63.64
5.92,9.31,18,29,97,79,1,1,95,60,9,56.78
6.45,6.4,34,77,74,40,0,80,93,11,12,73.87
6.0,8.11,68,37,70,60,1,76,51,19,0,72.51
5.61,5.29,31,74,58,99,1,55,92,50,6,70.68
8.29,6.55,64,15,70,41,1,81,70,8,17,79.4
7.01,5.05,81,35,60,87,0,41,74,51,3,64.87
5.13,5.21,56,21,83,78,0,35,34,19,17,63.0
6.37,7.8,13,91,59,63,1,46,48,4,5,66.89
5.99,5.43,70,36,81,74,0,76,84,42,10,75.24
8.54,8.56,33,89,68,30,0,88,70,42,15,83.01
6.23,6.55,24,83,58,24,1,55,90,50,5,58.04
5.1,7.16,51,54,66,63,0,75,84,7,12,75.11
8.23,7.37,72,72,61,15,1,5,69,58,3,47.09
8.98,7.49,57,28,85,3,0,62,72,27,5,62.74
8.98,7.63,68,73,60,52,0,35,69,37,12,70.33
7.39,9.39,69,40,89,77,0,55,40,17,2,75.99
7.19,6.42,55,25,55,33,1,84,62,24,8,70.73
9.18,6.37,64,42,94,79,1,65,69,12,20,87.67
6.78,8.14,78,30,81,80,0,3,70,20,4,58.31
7.9,8.31,15,61,62,91,0,55,41,2,15,82.44
5.39,7.43,98,77,62,64,1,50,31,28,15,72.59
7.58,8.07,21,93,94,95,1,54,86,30,19,86.8
8.33,6.39,39,61,86,30,0,51,36,30,17,67.31
5.24,6.28,41,60,94,58,1,17,59,30,0,49.63
5.09,5.7,19,80,68,85,0,83,98,37,16,80.57
8.89,7.92,45,98,77,15,1,25,42,5,6,59.13
6.13,8.08,39,88,85,55,0,69,67,48,11,75.25
8.81,7.6,68,92,68,0,0,100,73,9,0,75.46
7.77,5.35,90,76,64,2,0,45,85,9,17,61.43
6.85,9.17,90,35,73,14,1,34,53,38,16,61.71
7.3,5.89,57,42,76,4,0,13,49,46,12,44.24
6.24,6.82,86,12,95,58,1,79,70,27,17,79.79
5.32,5.88,64,20,51,71,1,11,37,22,10,52.16
6.55,7.68,12,86,74,97,0,11,52,12,17,68.56
5.94,9.75,80,37,82,35,1,65,85,60,1,67.37
8.07,7.99,19,81,84,31,0,79,44,30,6,73.31
9.34,7.63,67,15,61,18,0,9,89,2,2,49.16
5.11,6.09,81,82,70,50,1,17,31,5,0,50.92
9.24,5.97,94,44,99,53,0,71,49,6,19,84.66
6.35,9.52,14,77,64,50,1,9,33,26,2,52.11
9.09,7.87,91,21,74,48,1,92,86,74,20,89.83
6.88,6.72,22,11,87,84,0,87,44,34,1,75.85
8.52,7.57,28,55,79,95,1,2,55,35,18,68.63
7.37,6.73,50,86,55,18,1,38,35,1,12,60.44
7.95,6.39,35,69,70,82,0,57,85,59,15,78.31
8.84,6.39,30,63,100,71,0,15,96,63,13,64.58
8.97,9.61,28,69,74,25,1,24,73,4,2,59.51
7.3,8.28,19,40,69,52,0,19,91,50,3,54.35
9.16,9.36,72,63,78,51,1,65,56,8,19,87.61
6.92,7.32,65,84,62,25,1,36,50,4,20,66.03
6.12,6.93,29,30,94,36,1,59,86,11,10,64.05
8.54,8.95,36,53,85,80,0,21,97,28,18,74.58
8.08,9.08,38,87,50,100,0,71,87,47,0,84.99
5.67,8.64,90,41,56,58,0,33,86,3,3,61.98
9.26,9.07,91,57,74,31,0,51,42,27,9,73.05
8.62,6.07,47,43,77,13,1,18,53,52,4,46.81
9.3,9.47,82,23,69,87,1,90,86,19,14,98.67
6.79,5.79,87,34,95,17,0,71,71,53,4,61.94
8.11,9.3,23,45,88,35,1,82,90,54,2,74.46
8.68,8.27,25,60,67,11,1,100,51,34,9,77.79
5.77,6.31,11,35,60,40,1,53,87,29,1,54.61
7.5,7.99,57,51,88,60,1,71,95,10,19,84.38
8.64,5.67,73,86,66,65,0,24,91,52,16,68.68
6.47,5.88,49,18,75,87,0,54,47,42,17,73.0
8.44,5.13,21,97,55,33,0,21,50,12,6,53.04
6.76,8.77,53,43,83,14,1,5,100,4,5,47.05
5.71,6.43,84,89,76,80,1,59,96,73,12,76.91
5.72,8.73,55,94,98,75,1,22,59,20,7,66.53
7.95,7.54,62,72,92,26,0,13,83,60,0,50.38
8.99,5.42,16,35,68,39,0,93,61,46,13,76.6
7.34,5.51,16,81,78,95,1,70,86,54,20,85.09
5.88,8.14,91,27,52,39,0,27,91,89,8,55.01
5.33,6.17,36,78,99,0,0,21,78,30,6,42.28
7.92,7.08,48,32,92,56,1,0,96,78,16,56.64
6.11,5.33,41,26,85,52,0,9,57,43,1,43.3
7.76,6.78,38,87,64,81,0,90,49,37,14,88.81
6.61,9.46,44,56,75,45,0,87,42,12,11,81.16
6.09,5.67,48,90,94,59,0,89,44,39,12,78.97
5.56,8.04,95,52,50,76,1,91,47,28,11,85.83
8.34,6.74,15,71,90,67,1,38,38,19,2,65.18
8.04,8.5,61,59,53,22,0,26,69,47,10,58.1
8.33,8.88,20,43,74,28,1,20,53,23,9,56.81
9.27,8.06,70,59,85,49,1,19,52,51,9,64.31
5.84,7.51,57,94,93,39,0,27,33,32,12,59.03
9.34,5.0,89,96,66,46,0,68,66,66,8,75.08
6.88,7.9,68,24,75,10,0,33,85,20,9,53.97
8.65,5.2,44,92,85,21,0,6,50,36,9,48.82
8.35,7.7,50,36,69,57,1,65,68,31,18,80.01
7.71,9.14,43,80,64,20,0,2,44,32,17,54.53
6.54,9.41,81,82,62,76,1,35,84,25,11,75.19
9.28,7.28,24,77,59,94,1,12,89,38,0,64.85
9.22,5.72,45,70,86,73,0,0,37,15,10,60.03
7.8,8.82,80,13,54,11,1,74,59,59,6,66.77
5.59,6.95,38,48,54,55,0,48,84,10,15,65.73
5.63,7.88,72,19,80,67,0,0,63,59,7,50.69
5.06,9.52,81,42,97,37,1,82,88,2,15,79.87
8.68,7.6,61,45,65,51,1,5,72,17,12,59.66
8.58,7.08,82,81,66,66,0,52,64,10,3,74.74
8.79,7.36,56,20,51,85,1,88,99,70,17,90.97
6.41,7.74,66,46,99,99,0,57,73,4,9,81.05
7.09,5.72,49,89,79,56,0,90,95,85,4,76.5
8.97,6.3,78,93,61,78,1,42,90,18,13,79.11
9.1,7.23,84,19,67,93,1,65,44,39,17,87.72
9.28,5.27,32,12,81,30,1,72,71,66,10,67.33
5.91,7.88,12,74,83,79,0,37,74,30,5,65.2
8.29,9.18,25,58,82,7,0,19,58,1,16,57.8
6.94,6.11,88,27,74,76,1,13,96,26,7,59.48
8.9,6.2,35,14,64,71,1,99,41,24,13,86.91
8.57,7.75,35,51,50,39,1,31,89,84,8,59.86
8.88,7.34,10,99,60,60,1,37,42,37,14,70.69
5.63,5.8,50,24,91,66,1,0,53,4,10,50.27
8.95,5.61,98,15,64,0,1,74,84,16,11,67.15
6.54,9.69,27,100,76,51,0,57,61,26,2,70.48
7.79,6.55,16,36,77,10,1,18,72,33,4,44.34
5.47,5.6,45,71,88,52,0,97,85,27,17,80.8
7.81,6.51,87,98,58,27,1,31,99,46,12,62.6
5.64,8.22,41,72,98,51,1,25,51,42,5,57.21
7.64,8.77,68,50,63,44,1,48,65,62,16,71.94
5.22,5.3,15,93,70,0,0,78,44,17,9,58.05
5.44,5.63,34,80,55,80,1,38,90,41,7,62.85
8.7,9.73,49,80,73,41,1,10,61,25,10,62.99
5.15,5.04,57,44,61,3,0,39,56,31,15,47.96
5.29,8.4,72,17,74,98,1,12,100,55,20,68.3
9.39,5.17,17,95,98,12,0,6,56,52,18,51.29
6.02,7.83,26,86,89,1,0,1,55,43,19,45.48
9.36,6.04,91,41,76,17,0,33,34,20,15,61.78
6.19,6.28,90,63,88,24,1,66,69,4,9,67.56
6.76,5.66,75,67,99,82,1,48,54,41,4,70.04
5.32,5.03,70,99,55,92,0,100,52,5,3,84.59
6.17,7.75,31,41,51,84,0,89,94,53,5,80.17
6.46,5.99,24,45,70,9,0,53,37,6,7,53.45
6.7,7.49,36,76,73,49,0,55,84,36,3,65.53
9.08,9.28,93,23,56,89,0,100,61,40,4,95.28
6.89,5.65,15,61,55,55,0,26,40,4,20,61.41
7.4,7.01,54,24,89,63,1,51,43,23,16,72.89
9.47,8.58,100,54,85,75,0,57,85,45,1,80.87
8.41,9.52,50,94,62,38,1,47,45,42,10,71.92
5.93,7.99,58,11,61,65,0,16,64,57,9,55.14
8.03,8.92,49,18,63,55,0,50,66,19,19,75.55
5.04,7.02,60,13,71,90,1,89,89,4,14,84.53
7.0,8.13,60,12,75,36,0,25,66,21,15,59.15
8.43,7.03,96,100,61,53,0,73,47,32,14,83.73
8.34,9.26,90,85,82,55,0,2,46,37,6,61.54
7.98,5.66,29,48,72,13,1,13,51,51,5,42.77
5.46,6.78,36,30,65,43,0,3,97,42,9,44.56
8.5,6.65,26,12,70,29,0,13,46,41,13,50.2
7.94,8.46,55,81,80,24,0,79,39,29,0,71.29
5.5,5.91,70,15,60,49,1,16,82,37,7,48.77
7.1,7.9,35,88,66,21,1,65,52,23,11,68.9
7.88,8.22,49,80,97,89,0,37,58,54,19,80.34
7.67,9.7,77,89,86,73,1,59,34,4,20,90.43
6.12,5.18,99,38,70,19,0,81,87,1,3,64.31
7.29,6.11,88,67,100,100,0,23,95,14,14,74.6
7.43,7.58,91,88,89,98,0,52,47,12,16,87.53
6.65,6.67,31,77,55,53,1,97,57,12,10,81.16
6.15,6.71,90,21,87,9,1,99,40,38,8,70.09
9.47,6.83,15,68,60,73,1,77,73,50,4,80.19
6.12,6.96,50,28,83,45,1,9,44,38,0,44.95
8.24,5.94,85,14,52,50,0,15,47,39,8,54.1
8.5,5.81,75,70,98,24,1,4,91,73,19,55.56
7.13,7.98,28,48,99,44,0,64,84,72,11,70.56
7.14,7.19,35,100,58,7,1,37,68,7,4,54.19
9.07,8.46,94,74,98,58,1,77,39,14,7,87.33
9.03,7.47,39,21,87,17,1,20,54,24,18,58.08
6.99,6.61,68,45,91,59,1,56,88,1,3,69.15
5.86,9.51,68,35,58,40,0,98,85,81,16,82.38
8.03,7.04,59,57,74,98,0,73,79,17,5,85.02
5.4,6.16,74,14,74,75,1,76,33,28,13,75.27
7.4,7.16,42,70,81,63,0,88,55,40,4,79.45
6.88,5.66,75,56,86,6,0,20,39,30,16,49.99
7.21,7.21,19,11,54,56,0,31,50,35,16,60.5
8.15,9.52,39,33,78,53,0,25,68,28,6,63.09
7.09,8.85,70,71,60,58,0,75,31,30,19,84.22
7.89,5.68,63,61,87,76,1,69,82,30,16,82.81
9.13,5.6,66,21,98,71,1,8,36,8,19,65.66
7.72,6.8,69,27,98,75,1,88,42,19,13,87.09
7.81,6.54,79,79,58,86,0,60,41,40,9,79.19
7.09,6.3,84,91,52,64,0,94,82,1,3,83.23
9.46,7.75,34,68,60,29,0,98,93,13,14,85.59
5.53,5.84,44,28,51,96,0,68,60,60,4,70.16
7.56,7.18,66,81,77,67,1,94,95,61,5,85.51
8.7,7.31,87,27,79,82,0,32,85,5,18,77.65
6.12,7.97,24,10,70,16,1,30,44,13,18,53.98
5.31,6.72,79,11,57,69,1,89,54,2,16,81.66
6.92,7.9,19,36,61,10,0,46,91,34,4,52.73
5.59,9.04,96,56,74,5,0,71,92,55,11,67.24
5.81,8.69,47,17,63,10,0,71,93,74,3,58.48
8.93,7.16,94,44,55,5,1,13,64,61,12,52.02
5.88,6.64,57,13,61,57,0,14,30,23,4,48.41
7.58,9.49,59,55,98,57,0,93,37,4,20,93.86
6.41,9.53,37,77,64,47,1,95,84,11,3,81.19
8.59,8.34,87,54,81,72,1,89,80,50,13,92.82
7.46,8.95,16,80,72,30,0,82,59,53,4,72.28
6.48,5.01,83,61,76,73,0,68,54,33,9,74.16
5.68,5.89,89,51,84,83,1,8,30,1,3,56.83
8.62,5.44,30,58,55,37,0,99,97,31,20,83.32
8.98,7.65,75,65,74,13,1,48,98,43,2,62.51
6.48,6.72,15,16,55,19,0,40,80,6,9,51.36
5.84,6.51,22,22,60,25,1,23,81,58,3,42.74
8.2,7.2,90,95,92,45,0,65,77,20,12,79.88
9.17,5.89,100,60,72,74,1,47,87,29,15,79.89
7.32,9.1,52,60,92,40,1,8,100,30,7,56.7
5.28,7.54,78,29,90,67,1,3,75,30,3,51.39
8.15,9.75,45,13,72,1,0,34,31,21,18,59.42
7.79,7.01,28,24,50,22,0,5,84,72,9,43.74
8.22,8.36,14,26,54,56,0,91,89,46,5,78.64
6.55,7.85,64,16,50,70,1,3,50,7,4,53.43
5.18,6.02,17,16,90,58,0,80,36,26,20,72.78
8.21,5.87,84,73,89,38,0,87,77,57,4,76.2
8.44,6.81,78,88,93,50,0,92,84,7,14,89.31
6.58,8.71,32,77,95,37,1,100,54,26,3,79.48
5.18,5.67,43,65,84,56,1,62,72,21,11,67.57
9.4,9.22,30,76,85,30,1,51,35,26,14,73.98
5.8,5.17,96,27,96,62,0,94,30,28,12,78.75
7.28,8.61,54,63,55,14,1,98,33,28,14,78.84
5.95,8.44,25,11,71,11,0,77,64,43,12,63.63
6.36,5.29,44,19,80,77,1,10,95,6,11,55.79
5.36,7.63,22,66,77,100,0,29,46,46,4,63.6
8.42,9.06,46,84,68,57,0,66,87,58,14,82.39
7.07,6.02,13,23,87,94,1,27,90,85,11,63.86
8.15,7.71,59,17,54,62,1,19,67,61,4,57.81
7.16,8.34,61,55,81,93,0,51,91,17,7,78.93
5.19,9.16,45,10,59,71,1,76,70,50,12,76.6
6.46,5.57,20,94,56,87,1,58,46,44,10,72.71
7.5,7.55,24,28,86,37,0,92,77,1,8,76.45
7.04,7.18,23,50,97,89,1,63,99,64,9,77.92
7.06,7.37,79,85,86,17,1,57,50,14,12,68.5
8.4,7.45,96,93,75,43,1,71,39,24,5,78.09
7.78,6.63,36,37,90,48,0,54,61,26,13,68.91
6.31,5.03,80,31,72,47,0,19,53,33,9,51.41
7.31,8.94,65,30,92,24,1,94,68,51,6,76.74
5.38,7.0,64,25,55,5,0,15,45,27,8,40.57
7.39,8.87,76,28,97,70,0,54,65,24,7,75.82
7.34,7.58,23,69,62,94,1,94,52,11,14,93.06
